title,release_date,pageid,qid,rating,popularity,revenue,total_pageview
Compulsive Liar,2019-07-10,61623320,Q77889893,6.477,2.944,0,0
Freshman Orientation,2004-01-18,46317192,Q9340482,5.5,2.997,0,0
Buck Wild,2013-04-01,41466378,Q16248989,4.119,2.152,0,0
Toto and Carolina,1955-03-02,29887398,Q3996028,6.4,3.325,0,0
Durian Durian,2000-11-16,14020667,Q3041576,6.6,1.818,0,0
The Magnificent Two,1967-07-05,20356359,Q7749592,3.0,2.708,0,0
Jaani Dushman: Ek Anokhi Kahani,2002-08-16,4488571,Q6109704,4.381,3.114,0,718
Annmariya Kalippilaanu,2016-08-05,51101482,Q25999953,6.9,1.901,1500000,0
The Wrath of God,1972-07-14,9280038,Q229552,5.1,4.226,0,2258
We Dive at Dawn,1943-04-15,12154789,Q3392564,6.262,3.278,0,0
The Guitar Mongoloid,2004-10-01,22407286,Q211066,5.548,1.795,0,0
Ask a Policeman,1939-04-29,3828036,Q4807100,7.429,4.285,0,0
City Rats,2009-01-01,23155212,Q5123395,5.286,2.528,0,0
The Camp Followers,1965-07-17,23666687,Q1402866,6.929,4.442,0,0
Haunting of Winchester House,2009-09-29,25382860,Q2054249,3.952,1.629,0,0
Love Finds Andy Hardy,1938-07-22,74912,Q2733456,6.31,3.253,2247000,2802
A Distant Trumpet,1964-05-20,15433209,Q2804739,5.2,5.241,0,4429
Dick Tracy vs. Cueball,1946-11-22,13976296,Q5273476,5.119,2.962,0,0
Snuff-Movie,2005-08-27,14449583,Q7548819,4.1,2.199,0,0
Born to Dance,1936-11-27,3680736,Q229547,5.857,5.9,0,2057
Battal Gazi Destanı,1971-12-01,13977978,Q4869667,6.175,2.53,0,0
I Love Melvin,1953-03-20,18716845,Q3790311,6.429,2.231,0,1214
Becoming Cousteau,2021-10-22,68564761,Q108470917,6.952,5.657,244223,0
Rusty: A Dog's Tale,1998-09-22,25284964,Q3453574,5.9,4.853,0,0
Yaaradi Nee Mohini,2008-04-04,10134112,Q12988262,7.1,5.19,0,530
5 Sundarikal,2013-06-21,39091375,Q13422356,7.0,2.288,0,0
Allegheny Uprising,1939-11-10,9459932,Q2666095,5.643,3.187,0,1097
Sun Valley Serenade,1941-08-29,3904503,Q366244,6.6,5.983,0,4166
Crucible of Horror,1971-11-10,42021610,Q16964320,5.3,1.835,0,0
Not Wanted,1949-06-24,47526847,Q2873320,7.048,3.449,0,111
Kiss Kiss (Bang Bang),2001-11-07,14840073,Q6416941,5.69,3.275,0,0
"Mata Hari, Agent H21",1964-01-29,47752032,Q3298157,5.5,3.547,0,0
Rio Sex Comedy,2010-09-16,29206827,Q3008425,4.881,4.449,0,0
The Wicked Lady,1945-11-15,822146,Q14957241,6.2,2.732,0,0
Here Comes Martin Corona,1952-05-23,47490632,Q20814555,7.0,2.044,0,0
Gingerdead Man vs. Evil Bong,2013-10-29,40763177,Q16250747,4.167,2.82,0,121
Grey Souls,2005-09-28,79209204,Q3236490,6.0,2.439,0,0
Gooby,2009-04-17,28622004,Q3110655,3.214,5.799,0,557
Anuraga Karikkin Vellam,2016-07-07,48304395,Q21198123,7.2,2.056,0,0
Dard Divorce,2007-11-01,23510332,Q1165742,4.381,3.817,0,0
Hanagatami,2017-12-16,60060831,Q48755382,7.0,2.941,0,611
Vanishing of the Bees,2009-10-09,24703072,Q3554608,6.8,2.771,0,0
She Freak,1967-05-03,63521768,Q90132576,3.524,2.565,0,0
2 Harihar Nagar,2009-04-01,20163502,Q3595071,5.7,4.331,3300000,0
A Wife Confesses,1961-10-29,50779057,Q24898220,6.5,3.171,0,0
Flying Pigs,2010-11-05,63408291,Q9338222,5.6,1.699,0,0
Raja the Great,2017-10-18,52988626,Q28532748,6.0,2.819,0,0
The Horse in the Gray Flannel Suit,1968-12-16,26008677,Q3221176,6.833,2.59,0,0
Emmanuelle 6,1988-07-06,19280453,Q1143694,4.238,51.03,0,4286
The Principles of Lust,2003-01-29,37891193,Q7758357,4.857,2.831,0,0
You Have to Come and See It,2022-06-03,71061149,Q112872032,5.667,3.137,0,0
Apprentice to Murder,1988-02-26,48420546,Q9626469,4.6,2.875,466369,284
The Slut,2011-07-12,47036569,Q20649946,4.071,4.791,0,0
Life as a Fatal Sexually Transmitted Disease,2000-09-08,18497151,Q4180239,7.1,2.198,0,0
The Trials of Oscar Wilde,1960-05-01,2181949,Q1195651,6.3,4.134,0,1367
The Criminal Code,1931-01-03,14655668,Q1129567,6.19,3.195,0,108
Mirror of Holland,1950-05-14,21079437,Q2148663,6.1,1.874,0,0
Captain Sindbad,1963-04-12,29891355,Q5036799,5.0,2.193,0,0
Womanlight,1979-08-29,43297032,Q152232,6.5,4.13,0,0
Scoop!,2016-10-01,51895177,Q27133740,6.65,7.724,0,0
Go Brother!,2018-08-17,65467687,Q60992655,7.238,3.076,0,0
Dear Brigitte,1965-01-08,4257310,Q1499699,6.6,3.769,0,1444
"Stan Lee's Mutants, Monsters & Marvels",2002-05-07,46356401,Q19881118,6.9,2.542,0,0
Rancho Deluxe,1975-03-14,12652521,Q3418783,5.3,3.204,0,952
Ilusión Nacional,2014-04-04,43378985,Q17412636,7.7,1.346,0,0
At Long Last Love,1975-03-01,1412382,Q4812367,5.381,3.165,1500000,182
Pardon My Sarong,1942-08-07,7156183,Q306785,6.5,3.856,0,0
Kokoko,2012-06-14,63449191,Q4227352,5.381,0.829,0,0
Passion of Love,1981-09-16,23067487,Q2666822,6.929,3.413,0,534
Behind Green Lights,1946-02-15,24051154,Q4880802,5.595,2.746,0,0
Humanity's End,2009-01-01,33390824,Q5939581,2.8,2.881,0,0
Taipei Exchanges,2010-05-14,31152440,Q2813733,6.738,4.039,0,0
The Legend of Sarila,2013-02-21,38808261,Q7746767,4.595,5.53,901596,0
Mannequin in Red,1958-12-19,29200671,Q6750803,6.5,2.888,0,0
The Female: Seventy Times Seven,1962-08-30,21704088,Q7733650,5.9,2.252,0,0
A Season of Good Rain,2009-10-08,30456367,Q493337,6.024,2.725,0,0
Massacre in Rome,1973-10-04,12658322,Q1057768,6.1,5.083,0,0
Mantervention,2014-09-05,44212316,Q18352389,5.0,5.209,0,0
The Tune,1992-09-04,2718480,Q3523108,6.048,2.949,0,0
The Last Hit Man,2008-03-26,44555088,Q11347000,4.952,3.336,0,0
Uno y medio contra el mundo,1973-11-01,63047578,Q84559681,6.905,1.631,0,0
Song at Midnight,1937-02-01,11185511,Q4274245,5.9,1.633,0,0
Landscape Suicide,1987-09-17,55252002,Q39963712,7.524,1.657,0,0
Black Pond,2011-11-11,34503998,Q4921485,6.0,2.863,0,0
Married to It,1991-09-11,13070213,Q1226574,5.952,2.718,2059832,0
Man of Men,2019-10-02,80418747,Q72259413,6.857,5.054,0,0
Oldboys,2009-12-25,55682389,Q12330002,6.182,2.517,0,0
The Painted Hills,1951-05-04,15478024,Q1129813,4.0,5.312,0,658
Just Another Pandora's Box,2010-03-18,25390657,Q1057580,4.595,6.316,0,0
Blood of Dracula,1957-11-01,36423660,Q4927823,5.0,3.848,2000000,13803
"China 9, Liberty 37",1978-08-04,3891374,Q474057,5.0,4.396,0,1023
The Adventures of Arsène Lupin,1957-03-22,25608593,Q3230758,6.5,2.662,0,0
Kiltro,2006-04-20,4744487,Q3196679,5.119,1.748,0,0
Men Suddenly in Black,2003-08-11,17684652,Q2132204,6.143,3.811,0,0
Sinbad: Beyond the Veil of Mists,2000-03-24,12757469,Q956528,4.6,3.838,0,0
A Useful Life,2010-08-13,29140791,Q4660387,6.2,2.036,0,0
The Elusive Corporal,1962-05-23,18500748,Q2702017,6.1,2.18,0,0
Triumphs of a Man Called Horse,1983-01-01,19583968,Q7770309,5.8,5.33,0,0
Sardar Ka Grandson,2021-05-18,67629306,Q106831272,7.6,5.209,0,0
They Won't Forget,1937-07-14,5266051,Q1058071,5.595,2.635,0,233
Three Monks,1980-01-01,8857076,Q7797650,7.5,1.78,0,0
The Bad Kids,2016-01-22,52064019,Q24635061,7.1,4.84,0,0
Bratz Kidz: Sleep-Over Adventure,2007-05-21,11026100,Q4958203,6.19,3.996,0,0
Dragonworld,1994-07-27,18876023,Q1255165,5.3,3.594,0,0
Million Dollar Mermaid,1952-12-04,7617716,Q2385458,6.429,2.438,0,1829
The Ex-Mrs. Bradford,1936-04-24,14199991,Q2707484,6.1,2.828,0,2346
Teiichi: Battle of Supreme High,2017-04-29,54088729,Q11480962,7.048,5.54,0,0
Darna Zaroori Hai,2006-04-28,5165771,Q675335,4.952,3.9,0,1071
"Bloody Nose, Empty Pockets",2020-02-16,66016517,Q104777708,6.7,2.117,0,0
The Great War of Archimedes,2019-07-26,69525073,Q86665968,6.523,5.782,16454674,26641
An Inn in Tokyo,1935-11-21,23865847,Q3549335,6.976,3.64,0,0
The Ministers,2009-10-16,24767455,Q7751572,4.786,2.78,0,0
Sharpe's Justice,1997-05-14,9822891,Q1185645,7.071,3.607,0,0
Hanson and the Beast,2017-12-29,54191114,Q30642792,5.905,4.228,42690682,0
Mansion of the Living Dead,1982-11-18,45314736,Q945185,4.4,5.531,0,0
Ghost Sweepers,2012-10-03,35080777,Q333122,6.238,5.107,0,0
Gran Casino,1947-06-12,37375706,Q1653153,5.2,1.982,0,0
They Call Us Misfits,1968-03-25,3328278,Q1758049,6.7,1.705,0,0
Oru Kal Oru Kannadi,2012-04-12,30440315,Q3473343,5.6,1.387,0,0
Egg! Egg! A Hardboiled Story,1975-03-17,31758172,Q5347794,6.238,2.94,0,0
Death Do Us Part,2014-04-15,44041977,Q18206438,3.476,2.597,0,0
The Sow,1992-11-06,72084893,Q5967314,5.7,2.264,1143386,0
Fausto 5.0,2001-01-01,42123521,Q5856823,5.9,3.287,0,0
Subramaniapuram,2008-07-04,17987447,Q3535179,7.1,4.887,0,324
Tom & Thomas,2002-01-23,12058465,Q2439465,6.738,3.741,0,153
Life as It Should Be,2020-08-06,66447888,Q104929713,6.5,4.407,0,0
Brideless Groom,1947-09-11,2567937,Q4966124,5.714,1.398,0,133
The Last Gangster,1937-11-12,22275512,Q3009061,6.357,2.95,0,1678
Knifer,2010-10-20,35494241,Q6422155,6.238,2.234,0,0
Untamed Youth,1957-03-15,26164090,Q2261818,3.952,1.834,0,2072
One Hundred Days After Childhood,1975-12-01,28025823,Q3601599,6.714,3.012,0,97
Man in the Dark,1953-04-09,7641358,Q8868913,5.929,3.521,0,0
Case for a Rookie Hangman,1970-07-03,27947310,Q3551976,6.7,2.438,0,0
The Noah's Ark Principle,1984-02-24,2714689,Q549623,5.0,5.332,0,148
Desiring Julia,1986-09-05,43568095,Q3705952,4.5,10.624,0,0
Opal Dream,2006-07-12,7148350,Q3227001,6.262,2.421,140666,0
Convent of Sinners,1986-08-09,50928320,Q3823211,5.048,16.879,0,0
The Legend of Frosty the Snowman,2005-10-18,3312337,Q7746717,5.048,2.038,0,16588
Blind Spot: Hitler's Secretary,2002-02-10,1610744,Q180244,6.4,4.117,0,0
One Day in Europe,2005-04-01,4852676,Q13655917,6.19,2.449,0,0
The Mysterious X,1914-03-23,40962500,Q12269024,6.6,2.687,0,0
Nautanki Saala!,2013-04-12,37907279,Q6981458,5.3,3.546,3100000,0
Waiting for Happiness,2002-05-19,10514696,Q3625296,6.619,2.136,7406,0
Ravanaprabhu,2001-08-31,5006049,Q7278443,7.3,3.452,0,0
The Hour of the Lynx,2013-09-26,75883776,Q20493795,5.875,2.177,0,0
Semum,2008-02-08,26429300,Q12811780,4.3,2.321,0,0
One Summer of Happiness,1951-12-17,9079170,Q1536123,6.6,2.426,0,0
Il pranzo della domenica,2003-04-29,42349056,Q3795240,6.2,1.625,0,0
Khamoshi: The Musical,1996-08-09,3735646,Q1740519,6.7,3.266,0,5969
The King's Whore,1990-11-14,23877118,Q3212058,4.6,3.325,0,0
South Terminal,2019-11-20,61552548,Q66588551,5.667,2.766,0,0
Smash His Camera,2010-07-30,27561256,Q7544211,7.2,4.024,0,0
The Rise of Jordan Peterson,2019-08-19,62416076,Q76354686,6.333,1.402,0,472
A Sky Full of Stars for a Roof,1968-08-14,33988366,Q471200,5.714,4.933,0,0
The Red Lanterns,1963-12-02,14375863,Q1632651,7.5,1.965,0,0
No Crossover: The Trial of Allen Iverson,2010-04-13,30528869,Q7044075,7.0,2.25,0,2110
American Drug War: The Last White Hope,2007-01-01,16334910,Q4743638,6.9,3.477,0,0
Love in Disguise,2010-08-12,31920251,Q165685,5.571,2.396,0,0
Winterhawk,1975-11-05,49668747,Q3667322,6.952,6.626,0,0
"Little Fish, Strange Pond",2009-10-23,36123418,Q6650012,4.081,4.391,0,0
Two Weddings and a Funeral,2012-06-21,41882946,Q12593639,5.1,5.67,0,0
Lace Crater,2015-09-10,47540885,Q20856954,5.4,1.733,0,0
The Miracle of Our Lady of Fatima,1952-08-20,2087175,Q3878642,5.8,3.643,0,1819
The Big Mouth,1967-07-12,6804649,Q660190,5.333,3.853,0,0
The Earth Is a Sinful Song,1973-11-02,27936131,Q4353149,6.738,3.255,0,0
17 Miracles,2011-06-03,33291633,Q4553544,5.905,1.843,0,0
Up the River,1930-10-10,9446254,Q3391742,6.0,3.648,0,0
Everyone Off to Jail,1993-12-22,14661861,Q3311104,6.0,2.44,0,0
Orozco the Embalmer,2001-10-06,47298415,Q20814681,6.5,5.87,0,1344
Heroes Are Not Wet Behind the Ears,1979-01-17,47679870,Q3236373,5.69,2.414,0,0
Word Wars,2004-05-28,11342091,Q8034312,6.5,1.767,0,0
The Path of Excellence,2023-08-09,77175459,Q120885785,6.262,4.575,0,0
Tumko Na Bhool Paayenge,2002-02-24,2360178,Q495113,6.3,3.083,0,741
'Til Madness Do Us Part,2013-09-05,57747822,Q19952772,7.2,2.682,0,0
Şalvar Davası,1983-11-01,42352441,Q6068810,6.7,1.404,0,0
What Did the Lady Forget?,1937-03-03,24838369,Q3276982,6.762,2.938,0,0
Above Us Only Sky,2011-09-15,36857055,Q331210,6.1,1.805,0,0
Three Seats for the 26th,1988-11-23,51556319,Q3540036,6.1,2.43,0,0
The Woman on Pier 13,1950-06-15,3872285,Q3835818,5.238,4.552,0,7521
Fig Leaves,1926-08-22,18512179,Q5447669,5.8,2.366,0,0
The Unscrupulous Ones,1962-03-24,26106695,Q6833914,6.625,1.513,0,0
Wilder Napalm,1993-08-20,6231069,Q4375342,5.571,3.326,84859,221
In Jackson Heights,2015-09-04,48866479,Q23899905,6.452,3.111,0,0
A Story of Children and Film,2013-05-17,47206628,Q20926235,7.1,1.07,0,0
King Dinosaur,1955-07-17,12986359,Q2190158,1.857,2.197,0,0
The Second Circle,1990-09-11,44163739,Q4241875,6.905,1.121,0,0
The Right Temptation,2000-08-19,30676570,Q2413874,5.667,3.854,0,0
The Future of Food,2004-05-30,7675484,Q3777220,7.4,1.296,0,516
Phone Call from a Stranger,1952-02-01,14387171,Q1304513,6.667,5.918,0,3703
Stuart Saves His Family,1995-04-12,1717500,Q7627071,4.952,4.45,0,885
Lolita's Club,2007-11-30,14547382,Q6668906,4.857,6.341,0,0
Detective K: Secret of the Lost Island,2015-02-11,44749895,Q18653838,6.571,3.733,27387870,0
That Night's Wife,1930-07-06,55397812,Q3205375,6.524,1.704,0,0
The Lonely Voice of Man,1987-09-05,5162636,Q2082902,6.071,0.888,0,0
The Crippled Masters,1979-12-31,1802944,Q7728104,5.381,3.873,0,0
The Frogmen,1951-01-25,2240278,Q747912,5.9,4.389,0,365
They Are All Dead,2014-03-27,70070393,Q60020659,6.19,1.947,0,0
Breaking Upwards,2009-03-14,35928564,Q4959586,5.25,2.138,0,0
Raju Ban Gaya Gentleman,1992-11-13,1582000,Q1248795,7.2,2.603,0,215
Death in Love,2008-07-17,14884678,Q5247351,5.052,4.741,0,0
8 Thottakkal,2017-04-07,53699735,Q29344781,7.381,2.525,0,0
Dodging the Clock,2005-08-01,27072923,Q3140598,6.4,1.532,4280982,0
Case Study: LSD,1969-12-31,54287459,Q30321624,5.238,1.971,0,0
Catlow,1971-10-01,1029774,Q43846,5.167,5.604,0,3486
It Came from Hollywood,1982-12-10,2595249,Q6091608,5.3,2.262,2091037,0
Sharpe's Mission,1996-05-15,9521099,Q1150708,6.857,3.491,0,0
The Thing About My Folks,2005-06-02,2645046,Q188064,6.3,2.304,0,0
Street Knight,1993-03-12,19367800,Q7622869,5.738,4.823,841015,0
Rainbow Song,2006-10-28,10270840,Q373205,7.524,3.984,0,0
Anna's War,2018-03-15,59783021,Q55657425,5.476,2.22,0,0
I Like Killing Flies,2004-01-15,20823337,Q5977963,7.1,0.796,14000,0
15 Years and One Day,2013-09-21,40629783,Q14947286,6.7,2.805,0,0
Showgirls 2: Penny's from Heaven,2011-11-08,35476598,Q7503246,3.381,8.564,0,1202
The Monster Maker,1944-04-15,6551508,Q7752079,5.024,2.378,0,0
Song of the Phoenix,2013-11-16,50657075,Q24255150,6.5,1.547,0,0
Tru Loved,2008-02-27,18138846,Q1387976,4.929,1.664,0,457
Sebbe,2010-03-12,40844944,Q2263452,6.2,2.184,0,0
The Bullfighters,1945-05-01,5689695,Q1992483,5.762,2.09,0,0
Aravinda Sametha Veera Raghava,2018-10-11,57459204,Q56063323,7.048,5.62,0,6093
Sex: The Annabel Chong Story,1999-02-11,980461,Q283734,6.095,6.762,0,3318
The Year of the Cannibals,1970-04-25,35149655,Q3790591,5.6,2.17,0,0
Mumbai Meri Jaan,2008-08-22,11190234,Q6935291,7.0,3.37,0,0
I Dreamt Under the Water,2008-08-08,21714554,Q6103608,4.786,1.531,0,0
Journey to Le Mans,2014-10-23,44787108,Q18786588,6.5,2.488,0,0
The Earthling,1980-07-24,642867,Q1617093,6.476,4.459,0,0
Let the Fire Burn,2013-10-02,39994709,Q16252460,7.8,1.37,0,501
Then I Sentenced Them All to Death,1972-01-24,29060465,Q7781322,6.714,1.435,0,0
Sadako DX,2022-07-30,71443062,Q113388448,4.5,7.576,2352175,94
3 Geezers!,2013-05-22,32837154,Q5530010,4.262,2.558,0,0
Birth/Rebirth,2023-08-18,74364662,Q116464655,6.476,12.836,0,18167
One Body Too Many,1944-11-24,6529458,Q7092493,5.095,2.025,0,0
Torpedo Run,1958-10-24,13084474,Q955016,6.143,6.164,0,0
Buena Vista Social Club: Adios,2017-05-26,48934311,Q22074954,7.476,2.882,0,0
"Mr. Wong, Detective",1938-10-05,17146070,Q12126324,5.429,4.251,0,0
Valimai,2022-02-24,62229364,Q85847932,5.643,3.441,0,3304
To the Arctic 3D,2012-04-20,42149039,Q16938187,6.286,4.2,0,0
Confession of a Child of the Century,2012-08-29,35572871,Q2992430,4.5,3.304,0,0
Terror Is a Man,1959-11-01,26429596,Q7703851,4.0,1.781,0,0
A Soap,2006-04-07,17437288,Q1339911,5.048,2.611,0,0
What No One Knows,2008-02-11,36834389,Q2550198,5.4,1.838,0,0
The Man Who Left His Will on Film,1970-06-27,73710537,Q515626,5.8,2.914,0,0
Barbara Broadcast,1977-10-27,49482458,Q807371,6.7,12.021,0,96
Wanda Nevada,1979-06-01,5579274,Q2547870,5.69,5.688,2411145,1200
Poor Sasha,1997-12-26,56275476,Q4080609,5.857,1.106,0,0
Passenger Side,2009-10-28,30176181,Q12126889,5.6,1.691,0,0
Snake Eater III: His Law,1992-10-07,75991268,Q124419190,4.619,2.799,0,0
Wild Geese II,1985-10-18,20374163,Q1754840,4.595,4.366,0,198
Hate Story 3,2015-12-04,46387309,Q19824695,4.9,5.686,8900000,0
Signature Move,2017-03-11,51485793,Q27701611,5.375,2.206,0,0
Chronicle of Poor Lovers,1954-02-19,21249113,Q3207363,6.5,2.841,0,0
June Again,2021-05-06,73479072,Q110983659,7.19,3.224,0,0
The Secret Life: Jeffrey Dahmer,1993-01-01,3318283,Q3213711,4.929,2.617,0,0
The Lemon Drop Kid,1951-04-02,2231378,Q7746905,6.7,3.838,0,3144
The Three Must-Get-Theres,1922-08-22,31790182,Q3205564,6.4,3.185,0,0
Le Bon Plaisir,1984-01-18,37954294,Q1810310,6.0,2.676,0,0
On the Path,2010-08-10,26122958,Q244900,6.452,1.996,0,0
The Last Summer of La Boyita,2009-11-05,78566143,Q4373732,6.857,2.263,0,0
Thoovanathumbikal,1987-01-03,3018980,Q7796009,7.7,3.423,0,475
The Spessart Inn,1958-01-14,21533466,Q897130,6.5,2.461,0,0
The Doll Squad,1973-09-19,31136582,Q7730564,4.524,4.318,0,0
Not Reconciled,1965-07-04,35796862,Q7062183,6.0,2.862,0,0
Thaandavam,2012-09-28,33663027,Q7708806,5.6,5.474,0,0
El Calentito,2005-06-24,69788136,Q3015718,4.7,4.127,0,280
Dioses y perros,2014-03-25,71249319,Q30912794,6.357,1.684,0,0
Camp Blood 2,2000-10-01,24323324,Q5027017,4.9,1.907,0,0
Burning Paradise,1994-01-23,42135029,Q2630859,7.0,3.651,0,0
The Seed of Man,1969-09-27,31240576,Q3212796,6.5,4.668,0,0
Sketch Artist,1992-04-26,46935595,Q1111660,5.548,3.503,0,0
Thegidi,2014-02-28,41539580,Q15863744,7.143,2.595,1100000,0
The Leisure Class,2015-11-02,47887900,Q20992484,4.048,3.384,0,96
Anticipation of the Night,1958-04-22,67538898,Q2853164,5.9,1.874,0,0
Searching for Sheela,2021-04-22,67496052,Q106618222,5.905,2.518,0,0
The Mask of the Gorilla,1958-08-14,52161179,Q3223135,6.119,4.166,0,0
A Bird of the Air,2011-09-23,66272814,Q470645,6.523,3.488,0,0
Hollywood Story,1951-06-01,40155353,Q15711862,6.548,2.55,0,1044
The Muthers,1976-11-01,42982312,Q18211202,4.762,2.887,0,243
The Great Rupert,1950-03-01,3693840,Q7737921,5.762,3.328,0,8453
Baby Ruby,2023-02-03,72725388,Q116193819,5.4,7.011,0,2256
Willie Dynamite,1974-01-23,2621073,Q8021479,6.4,2.413,0,0
Entrails of a Virgin,1986-05-31,13715502,Q5380655,4.7,4.912,0,0
The Groom,2016-09-15,55638522,Q26844369,5.0,1.677,0,0
On Borrowed Time,1939-07-07,8308697,Q12126734,7.6,3.043,0,1274
Cleopatra Jones and the Casino of Gold,1975-07-11,3643455,Q1100501,5.81,2.456,0,0
"Costa Brava, Lebanon",2022-01-21,68347075,Q108084314,6.476,2.283,0,0
On the Ice,2011-12-14,40685060,Q16211214,6.619,2.563,0,150
The Weekend Murders,1970-10-15,42598229,Q3686158,6.214,2.772,0,0
Forest of the Hanged,1965-03-16,21830250,Q2085964,6.738,1.676,0,0
"Dracula, Prisoner of Frankenstein",1972-10-17,62364271,Q466731,4.833,3.515,0,0
The Portuguese Nun,2009-08-09,51400236,Q3212220,6.238,1.513,0,0
Beautiful but Dangerous,1955-10-21,36348682,Q1094894,6.2,5.487,0,0
The Big Lift,1950-04-26,11004726,Q495924,6.6,4.651,0,1392
The Soul of a Man,2003-05-16,2203639,Q1749426,6.381,2.698,0,0
Everyman's War,2009-05-22,29823223,Q607422,5.071,4.213,0,0
Dolly Parton's Christmas of Many Colors: Circle of Love,2016-11-30,51413664,Q27890239,6.476,3.236,0,3522
Under the Bridges,1946-08-31,42420012,Q2497101,7.2,0.98,0,0
Texas Across the River,1966-10-26,8982096,Q2788727,5.61,5.522,0,661
The Pez Outlaw,2022-10-21,74871608,Q114704070,6.714,4.179,0,0
The Young Girls Turn 25,1993-05-19,24085084,Q3236309,7.3,1.876,0,0
Screams of a Winter Night,1979-01-26,42982551,Q17183732,5.0,2.392,0,0
No Men Allowed,2011-06-15,70689621,Q5944012,5.8,2.166,0,0
The Shortest Day,1963-02-14,29823469,Q3223684,5.8,5.247,0,0
The Secret Village,2013-10-18,42748073,Q17018085,2.762,1.931,0,0
The Gazebo,1960-01-15,22379544,Q3281512,7.095,3.228,0,9289
Confidential Agent,1945-11-02,8703251,Q954299,5.714,2.942,0,2517
My Dear Enemy,2008-09-25,19422338,Q6945241,6.7,4.083,0,0
Nuvvostanante Nenoddantana,2005-01-14,5656662,Q3536188,6.5,6.136,0,1846
Garlic Is as Good as Ten Mothers,1980-10-12,5303093,Q2752056,7.5,3.324,0,138
A Common Thread,2004-05-14,1425905,Q2399393,6.4,3.336,0,0
Cardboard Gangsters,2017-04-22,54183789,Q30101330,6.6,2.738,0,0
The Opening Act,2020-10-16,57975828,Q56274578,5.262,3.273,0,110
Three Little Beers,1935-11-28,8378844,Q7797578,6.619,2.372,0,390
Tieta of Agreste,1996-08-30,48104362,Q3490852,6.4,2.425,0,0
Steel Cold Winter,2013-11-07,42053529,Q18566878,6.3,3.641,0,0
The Other Dream Team,2012-09-28,33937473,Q3700492,7.2,1.168,0,3667
The Auntie from Chicago,1957-12-16,20284620,Q542140,7.0,2.957,0,0
Till the Clouds Roll By,1946-12-05,3677111,Q430852,5.6,9.02,6724000,6605
Holy Lola,2004-10-16,26109442,Q2297246,6.0,2.407,0,0
Third Man on the Mountain,1959-11-10,15325765,Q3227855,6.714,6.41,0,371
J'ai faim !!!,2001-11-07,46987000,Q3156576,5.0,2.801,0,0
Jîn,2013-02-09,52441255,Q21526296,6.5,1.592,0,0
The Misadventures of Merlin Jones,1964-03-25,1705347,Q3234125,6.7,3.719,0,0
Cry Me a Sad River,2018-09-21,79259540,Q57012381,5.905,4.969,0,0
Howard Zinn: You Can't Be Neutral on a Moving Train,2004-06-18,36795322,Q12124915,6.5,2.032,0,0
Red Doors,2005-04-22,10953000,Q4239358,5.5,2.185,0,0
And Along Come Tourists,2007-05-21,20363430,Q451280,6.6,2.19,0,0
Solo Sunny,1980-01-18,28477769,Q2299137,6.5,2.939,0,0
The Son of the Sheik,1926-09-05,2107037,Q1196933,6.2,1.504,0,0
The Weight of Chains,2010-12-17,44463413,Q1168449,7.3,1.124,0,0
The Immortal Bachelor,1975-02-19,29832005,Q893262,5.8,6.128,0,0
Drawing Restraint 9,2005-07-01,2028313,Q284891,6.4,1.938,0,149
Thevar Magan,1992-10-25,4224754,Q3536743,7.405,3.055,0,1292
Solstorm,2007-11-02,20225590,Q1755533,5.6,4.719,0,0
Private's Progress,1956-02-17,1381639,Q1198351,6.31,5.71,0,0
Girl Flu.,2016-06-06,65905654,Q104872654,6.19,3.41,0,0
Chandni Bar,2001-09-28,3817298,Q5071224,6.667,4.865,0,336
Marykkundoru Kunjaadu,2010-12-25,29718322,Q6781212,6.7,3.36,2100000,0
Finding Graceland,1998-09-12,8657694,Q821242,5.738,3.463,0,0
National Lampoon's TV: The Movie,2006-08-06,8324810,Q16955212,4.071,3.125,0,0
Click & Collect,2018-12-24,59494643,Q60765712,6.548,2.385,0,0
Dream Wife,1953-06-19,9376918,Q661949,5.881,2.391,0,0
Deadball,2011-07-23,32652766,Q5245529,4.119,3.557,0,0
The Legend of Lucy Keyes,2006-02-03,7415771,Q152185,5.405,2.825,0,0
A Grin Without a Cat,1977-11-23,32179375,Q3228444,7.714,1.773,0,1207
Dangerous Money,1946-10-12,28547598,Q5216127,5.7,2.782,0,0
Buck Privates Come Home,1947-04-04,8114232,Q3284038,6.357,1.52,2365000,0
People in Luck,1963-04-26,29459297,Q743098,6.0,6.03,0,0
The Tricyclist,1957-12-04,76185900,Q3227842,5.6,2.858,0,0
The Unspeakable Act,2012-06-24,49263232,Q22350846,5.714,3.793,0,1017
Brave Hearts: Umizaru,2012-07-12,35542027,Q4958355,6.214,4.382,0,0
When the Party's Over,1993-03-12,37938777,Q3896880,5.3,4.174,0,427
Under the Boardwalk: The Monopoly Story,2011-03-04,34422853,Q27888444,6.3,3.634,0,0
Action U.S.A.,1989-07-01,63712867,Q9143261,5.643,2.924,0,0
The Policeman's Lineage,2022-01-05,69455780,Q109743680,6.643,7.814,0,0
Cold of Kalandar,2016-09-16,51771603,Q25434555,7.0,1.532,0,0
The Naughty Nineties,1945-06-20,5618746,Q2477728,6.8,4.486,0,340
Mr. Kaplan,2014-11-21,43937163,Q18170211,6.071,2.133,0,0
